@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {happy,sad,angry,calm,fearful,neutral}

@DATA
0.089496,0.009312,3.034690,0.192899,0.189587,0.744209,0.013172,0.126142,-32.643404,0.336865,-0.485936,-0.311454,-0.264522,-0.107784,-0.230105,-0.283765,0.169931,0.224707,0.211613,-0.111646,-0.261640,0.007800,0.004219,0.005308,0.007359,0.001724,0.001154,0.065130,0.001202,0.012068,0.010342,0.006337,0.006425,0.026063,0.060040,0.009012,0.267224,0.066500,0.033054,0.460685,0.016448,0.093746,3.136406,1.005092,0.669120,0.573013,0.370618,0.417581,0.271229,0.406766,0.293352,0.338015,0.341124,0.240380,0.210459,0.011038,0.007162,0.007099,0.012661,0.002036,0.001321,0.044126,0.001928,0.018153,0.015672,0.010691,0.012440,0.015002,angry
0.062243,0.010875,2.971396,0.186649,0.201338,0.656280,0.012473,0.081650,-32.345296,1.165824,0.128302,-0.378858,-0.229172,0.237161,0.120035,0.122115,-0.107235,-0.032235,-0.121383,-0.139381,-0.032559,0.012726,0.004655,0.024312,0.008964,0.007947,0.003901,0.067015,0.002818,0.009835,0.009559,0.010684,0.006096,0.027051,0.041875,0.012121,0.383402,0.059316,0.030831,0.365567,0.013352,0.060986,3.450095,0.703952,0.663971,0.603159,0.572323,0.301665,0.326167,0.246507,0.260257,0.249413,0.226070,0.248615,0.231176,0.015210,0.010914,0.026002,0.011782,0.008814,0.004652,0.047213,0.005211,0.014832,0.010150,0.012890,0.010340,0.013789,angry
0.065254,0.008823,2.831011,0.224108,0.237353,0.547083,0.017026,0.072321,-36.059819,1.246906,-0.134611,-0.089012,-0.168371,-0.349199,-0.088957,-0.244764,0.129809,0.352836,0.316875,0.050558,-0.084876,0.004619,0.001895,0.064612,0.002926,0.005668,0.004125,0.086068,0.001186,0.009336,0.011338,0.010476,0.009439,0.039646,0.048305,0.011757,0.364893,0.060227,0.035545,0.371155,0.020943,0.074935,3.304838,0.672800,0.609920,0.466645,0.336396,0.275200,0.321599,0.366600,0.288715,0.318275,0.297505,0.193767,0.182006,0.007657,0.003928,0.067629,0.004389,0.012618,0.008623,0.052880,0.002433,0.016359,0.015557,0.015421,0.017723,0.018624,angry
0.078084,0.007662,3.001294,0.237291,0.225252,0.900544,0.004690,0.082098,-34.800404,0.876258,0.390228,-0.047587,-0.473098,0.189820,0.168481,-0.004175,0.002807,-0.056874,-0.069442,-0.063240,-0.071152,0.010439,0.003098,0.020066,0.009036,0.010244,0.003982,0.044647,0.001780,0.004121,0.015971,0.020559,0.004129,0.019483,0.040845,0.009564,0.275192,0.055732,0.029910,0.393598,0.003157,0.063075,3.578171,0.568327,0.550009,0.461152,0.458662,0.236511,0.251928,0.288503,0.246955,0.221844,0.193154,0.193565,0.208375,0.014406,0.004301,0.020944,0.010364,0.012703,0.004289,0.035949,0.001526,0.003542,0.020779,0.018067,0.006344,0.012244,angry
0.140538,0.011279,3.074057,0.239270,0.216394,0.930303,0.008653,0.139284,-33.922414,0.868886,-0.251295,-0.345992,-0.412265,-0.264704,-0.132809,-0.220477,0.120540,0.228123,0.292613,0.105782,-0.140122,0.009990,0.004597,0.039960,0.008418,0.004537,0.005477,0.031452,0.004165,0.012736,0.018545,0.016587,0.008360,0.024272,0.081469,0.011188,0.281185,0.072715,0.030527,0.523903,0.006231,0.138636,2.579886,0.766173,0.587955,0.433220,0.394868,0.345730,0.307810,0.312632,0.291690,0.301137,0.342013,0.255599,0.258372,0.016629,0.010963,0.030770,0.012910,0.004733,0.010895,0.022246,0.007728,0.017283,0.026143,0.019477,0.015396,0.015067,angry
0.061540,0.015881,2.786246,0.212171,0.226197,0.573788,0.008539,0.064775,-33.254372,1.897205,0.063454,0.048057,0.065361,0.034381,0.266198,0.012264,-0.026364,0.038034,-0.137398,-0.082441,-0.089408,0.014537,0.002456,0.034928,0.007969,0.007123,0.002828,0.091762,0.002055,0.007801,0.020978,0.026338,0.004029,0.037058,0.046498,0.014565,0.407413,0.061208,0.036645,0.373960,0.006820,0.065256,3.046527,0.658582,0.721615,0.391873,0.460448,0.239977,0.246781,0.328041,0.209773,0.186608,0.222380,0.205324,0.195842,0.024811,0.003387,0.038606,0.009583,0.008716,0.003232,0.044259,0.003176,0.011364,0.023454,0.026836,0.005649,0.014717,angry
0.055130,0.015442,3.007915,0.156290,0.180463,0.355257,0.036243,0.076458,-32.658152,1.198226,-0.529280,-0.039211,-0.189314,-0.025603,-0.202317,-0.355214,0.020054,0.053584,0.087227,0.037372,-0.103144,0.008686,0.002993,0.012125,0.011726,0.004024,0.004157,0.078515,0.007666,0.014096,0.006615,0.005359,0.004862,0.031529,0.054046,0.018036,0.339359,0.079378,0.048681,0.335645,0.048246,0.075854,3.717181,0.733447,0.764081,0.440747,0.400239,0.297105,0.264771,0.446049,0.341704,0.329291,0.331780,0.233369,0.199312,0.014078,0.005900,0.019816,0.020614,0.006420,0.007524,0.049584,0.015064,0.018983,0.010416,0.007517,0.009708,0.015940,angry
0.067236,0.016409,2.788605,0.247715,0.235621,0.713413,0.008603,0.056033,-34.119185,1.616042,0.061248,-0.192540,-0.209232,0.158689,0.164362,-0.018610,0.033115,0.010757,-0.032487,-0.032616,-0.100414,0.013084,0.002317,0.032984,0.011124,0.010608,0.006864,0.088719,0.002956,0.005500,0.011424,0.017977,0.004886,0.035284,0.049524,0.015394,0.357259,0.077195,0.038569,0.509815,0.008206,0.065943,3.339393,0.679991,0.759624,0.512755,0.453396,0.230384,0.314961,0.283259,0.234542,0.235072,0.182243,0.208121,0.200478,0.019015,0.002850,0.037188,0.015100,0.012690,0.013862,0.057661,0.006863,0.007711,0.013002,0.019348,0.008151,0.018958,angry
0.087557,0.007246,2.940550,0.247753,0.202457,0.771064,0.018927,0.096892,-36.862348,0.731821,-0.362268,-0.333368,-0.199864,-0.194598,-0.099254,-0.111597,0.012975,0.048106,0.037073,-0.048999,-0.026428,0.007743,0.004354,0.011643,0.012062,0.008546,0.006457,0.034176,0.002670,0.008115,0.008585,0.010302,0.005859,0.016265,0.060639,0.009905,0.312579,0.094951,0.056004,0.481908,0.022988,0.087280,4.539558,0.818537,0.785042,0.578790,0.420546,0.393476,0.312042,0.359526,0.325886,0.356690,0.367420,0.216157,0.197262,0.010341,0.006789,0.012946,0.017925,0.011773,0.009516,0.024785,0.003428,0.015047,0.012933,0.013821,0.008126,0.010244,angry
0.056985,0.010510,3.079807,0.244469,0.221887,0.657119,0.006712,0.068875,-35.661610,0.969096,0.255355,-0.171282,-0.112419,0.081629,0.084091,-0.009450,-0.006008,-0.045465,-0.100520,-0.039801,-0.162626,0.010785,0.002542,0.014890,0.006136,0.010746,0.002808,0.069927,0.001402,0.008977,0.018721,0.022911,0.005147,0.030191,0.039863,0.010653,0.249471,0.065901,0.037495,0.379500,0.005155,0.060099,3.278948,0.758696,0.613970,0.498559,0.475127,0.264154,0.266712,0.268648,0.223522,0.183912,0.187698,0.208627,0.191198,0.012714,0.004268,0.016864,0.006974,0.018828,0.003118,0.051621,0.001820,0.021309,0.017392,0.022210,0.007913,0.014254,angry
0.082038,0.007685,2.816979,0.229789,0.210288,0.837479,0.012349,0.083936,-35.668409,1.137704,-0.059353,-0.265653,-0.257388,-0.182724,-0.309531,-0.270834,0.096210,0.122232,0.329466,0.062491,-0.028570,0.010579,0.004667,0.033540,0.006464,0.007747,0.004602,0.040240,0.004453,0.019191,0.013453,0.008708,0.008857,0.024610,0.052541,0.010332,0.394073,0.091316,0.046340,0.580401,0.015453,0.089969,4.290855,0.704308,0.515859,0.469016,0.336129,0.341361,0.333931,0.438375,0.356700,0.297734,0.402238,0.208855,0.185972,0.017599,0.010128,0.033437,0.010175,0.008074,0.007469,0.036850,0.011948,0.021859,0.016940,0.009540,0.016527,0.015910,angry
0.060115,0.011589,2.997130,0.145900,0.182221,0.582215,0.030726,0.095556,-32.409350,1.382571,0.077525,0.121268,-0.203864,0.107875,0.164693,-0.073646,0.067354,0.005870,0.034153,-0.088702,-0.024459,0.007679,0.002848,0.020973,0.006102,0.005409,0.006659,0.092522,0.001610,0.006928,0.009917,0.010988,0.004159,0.032530,0.038527,0.013752,0.328151,0.048421,0.034448,0.338281,0.035133,0.059303,3.076793,0.525829,0.691515,0.443470,0.449669,0.217974,0.278638,0.210616,0.226391,0.194998,0.214931,0.225585,0.160359,0.013627,0.005257,0.024401,0.009415,0.006961,0.012073,0.057680,0.002303,0.012032,0.015765,0.015015,0.005410,0.016166,angry
0.080603,0.015006,2.979403,0.218723,0.210161,0.755729,0.007130,0.101208,-32.380757,0.830282,-0.086087,-0.138790,0.049463,0.013642,0.110851,-0.105044,0.000596,-0.021916,-0.043284,-0.121416,-0.152657,0.010372,0.003798,0.021807,0.006310,0.006837,0.004131,0.068893,0.002503,0.011112,0.013732,0.014387,0.005138,0.028097,0.056568,0.013221,0.362769,0.066005,0.031819,0.435890,0.005281,0.088313,3.407037,0.960704,0.777949,0.523252,0.665078,0.372316,0.301696,0.262206,0.238840,0.205774,0.251947,0.248787,0.220196,0.012367,0.005170,0.028282,0.007563,0.010712,0.007264,0.052327,0.003217,0.018247,0.017713,0.020571,0.005740,0.016496,angry
0.091118,0.011486,2.992496,0.207239,0.188977,0.797437,0.009584,0.107476,-35.072447,0.175215,-0.533244,-0.261387,-0.377119,-0.139840,-0.094839,-0.200703,0.157991,0.145305,0.132825,-0.035412,-0.129122,0.006604,0.003849,0.007354,0.004806,0.007135,0.004249,0.022291,0.002910,0.009034,0.012948,0.008685,0.007516,0.013287,0.063220,0.014125,0.296162,0.086055,0.051536,0.599607,0.010880,0.103485,3.963113,0.715590,0.721541,0.453848,0.506416,0.313632,0.306653,0.320098,0.345102,0.330066,0.292928,0.237282,0.211282,0.011146,0.007182,0.005953,0.005700,0.012102,0.006336,0.022139,0.004455,0.012157,0.013036,0.010811,0.010837,0.009575,angry
0.074706,0.015341,2.969232,0.184153,0.187318,0.761497,0.006713,0.104150,-32.619393,0.993343,-0.036323,-0.375722,-0.189203,-0.026720,0.373898,-0.082025,0.056799,0.062877,-0.214208,-0.001006,-0.203074,0.014303,0.004673,0.018230,0.007764,0.016970,0.004493,0.012531,0.001778,0.005583,0.017661,0.024176,0.006172,0.016655,0.043686,0.014733,0.410110,0.068624,0.042214,0.440363,0.003683,0.084716,3.724888,0.660594,0.671418,0.595989,0.531745,0.228312,0.370299,0.266915,0.282819,0.236407,0.215544,0.234139,0.257900,0.019070,0.007495,0.021190,0.007927,0.020575,0.006077,0.014145,0.001522,0.005087,0.016309,0.025857,0.008563,0.009506,angry
0.090333,0.021858,2.982262,0.239721,0.210227,0.807168,0.008719,0.103705,-34.107458,0.476575,-0.494590,-0.294297,-0.229591,-0.273979,-0.075040,-0.451845,0.016222,0.239882,0.262055,0.107442,-0.201536,0.007129,0.002308,0.013730,0.007101,0.006633,0.005723,0.027355,0.002724,0.029173,0.011418,0.008126,0.007588,0.020403,0.065099,0.024299,0.394426,0.081119,0.038789,0.606648,0.005873,0.096055,4.031505,0.828420,0.701809,0.401279,0.450767,0.342415,0.317173,0.426808,0.329659,0.294623,0.289630,0.264040,0.233225,0.012047,0.004138,0.016842,0.013492,0.012048,0.010275,0.026590,0.003433,0.034164,0.016260,0.012679,0.011210,0.012937,angry
0.066599,0.015121,2.925622,0.214544,0.219031,0.644663,0.008116,0.069492,-33.716537,1.363982,0.171440,0.047010,-0.277893,0.030267,0.186538,0.021713,0.015098,0.020854,-0.134213,-0.014805,-0.034607,0.014180,0.003234,0.053582,0.009932,0.010035,0.004283,0.056309,0.002029,0.007265,0.015986,0.023522,0.004512,0.030305,0.047496,0.017102,0.366358,0.066148,0.036628,0.383186,0.006098,0.069470,3.716422,0.583009,0.652232,0.481403,0.552256,0.321424,0.330783,0.268990,0.271066,0.263823,0.185055,0.234142,0.249043,0.019779,0.004520,0.043165,0.013805,0.013958,0.007500,0.041856,0.003047,0.009338,0.016312,0.021892,0.008198,0.015334,angry
0.083451,0.010743,2.941761,0.261252,0.225722,0.797842,0.006007,0.082225,-35.518915,0.510094,-0.609517,-0.379150,-0.403578,-0.201738,-0.273059,-0.190968,0.004717,0.132551,0.286379,0.089525,-0.128439,0.011856,0.006052,0.008425,0.011816,0.007068,0.007758,0.009819,0.006349,0.012643,0.011538,0.008996,0.006838,0.013328,0.044757,0.013640,0.405829,0.074942,0.034490,0.440806,0.004835,0.068600,3.524317,0.684550,0.654372,0.467381,0.368328,0.339914,0.298875,0.388315,0.296009,0.337943,0.318667,0.246238,0.230215,0.018493,0.009312,0.008338,0.021401,0.011294,0.013711,0.010715,0.010204,0.013743,0.013120,0.013210,0.007884,0.008475,angry
0.042143,0.018728,2.925310,0.193941,0.187811,0.615732,0.025709,0.070702,-33.543465,1.046382,-0.746442,-0.280695,-0.279665,-0.387358,-0.370521,-0.270772,0.125311,0.227968,0.347610,0.104854,-0.140367,0.006920,0.008392,0.006253,0.007877,0.002397,0.002491,0.030029,0.003581,0.019251,0.017528,0.004412,0.003074,0.020024,0.032286,0.018636,0.454803,0.095285,0.067346,0.571883,0.049926,0.071887,3.324601,0.673738,0.637585,0.474430,0.331094,0.282209,0.313018,0.293748,0.240864,0.261827,0.309494,0.209132,0.193587,0.009558,0.010807,0.009938,0.014969,0.003290,0.003449,0.029157,0.005680,0.024679,0.017577,0.005755,0.004558,0.012805,calm
0.047835,0.017998,3.050229,0.151090,0.196466,0.368795,0.011917,0.072585,-30.105199,1.641889,-0.254235,-0.118164,-0.284561,0.211293,0.158871,-0.081504,-0.018652,-0.058366,-0.168735,-0.081580,-0.063868,0.009399,0.006679,0.037958,0.007278,0.018232,0.004969,0.043046,0.004001,0.013328,0.015718,0.023168,0.004627,0.028896,0.033831,0.018468,0.324945,0.041676,0.029967,0.374255,0.014998,0.066251,2.140576,0.665564,0.763779,0.507908,0.440664,0.384590,0.282464,0.252921,0.260316,0.239075,0.247449,0.319018,0.269487,0.010087,0.010189,0.045355,0.009068,0.019226,0.004711,0.041045,0.007029,0.021526,0.015373,0.023137,0.006861,0.018861,calm
0.063376,0.023072,2.972148,0.235911,0.219319,1.132106,0.008621,0.160842,-32.505711,1.033378,-0.446701,-0.424686,-0.488265,-0.206124,-0.382446,-0.255753,0.177590,0.093961,0.300606,0.027820,-0.101143,0.010759,0.012761,0.004947,0.006054,0.003932,0.006686,0.012872,0.006638,0.023262,0.010159,0.007739,0.005568,0.015321,0.036670,0.021509,0.336811,0.070122,0.036806,0.549021,0.006890,0.101427,3.244673,0.618245,0.583317,0.454368,0.329948,0.330000,0.317956,0.451098,0.324597,0.244351,0.420554,0.180983,0.224040,0.017450,0.022040,0.003407,0.007362,0.005094,0.013948,0.009412,0.011848,0.030499,0.011936,0.007954,0.007697,0.009648,calm
0.048890,0.022679,2.908426,0.213892,0.227572,0.499923,0.009592,0.139726,-30.338184,2.178885,0.343878,0.138055,0.014149,0.253247,0.079297,-0.029136,-0.058084,-0.115694,-0.115460,-0.099138,-0.147390,0.010639,0.004138,0.045334,0.008844,0.006249,0.002865,0.075917,0.002149,0.003537,0.026351,0.040987,0.001620,0.040902,0.044171,0.016534,0.309414,0.047939,0.029784,0.373797,0.007773,0.120617,2.036022,0.755731,0.656077,0.423524,0.387112,0.289923,0.264479,0.235121,0.248773,0.184103,0.186381,0.196022,0.173415,0.009545,0.005593,0.027930,0.011231,0.006888,0.003976,0.028679,0.004701,0.004062,0.022597,0.029614,0.002021,0.011491,calm
0.047797,0.026863,3.033746,0.259916,0.234632,1.257940,0.009587,0.298044,-32.090010,1.256417,-0.540602,-0.352358,-0.290163,-0.294662,-0.355911,-0.338879,0.142198,0.181927,0.271015,0.024260,-0.169860,0.008667,0.013611,0.007074,0.003975,0.002314,0.003757,0.018776,0.003659,0.016260,0.025728,0.005710,0.004318,0.018306,0.038037,0.025548,0.275554,0.060162,0.026759,0.527135,0.010968,0.143668,2.424932,0.579570,0.621813,0.458852,0.303849,0.264281,0.309398,0.339848,0.276916,0.267338,0.339844,0.203734,0.183159,0.014612,0.021438,0.007681,0.005403,0.002220,0.005875,0.016819,0.005797,0.020947,0.024840,0.006320,0.007177,0.010604,calm
0.033939,0.016259,3.063074,0.180902,0.180703,0.912536,0.021366,0.191953,-33.927965,1.811665,0.062555,-0.003435,-0.081415,0.200131,-0.006960,0.013230,-0.102655,-0.103041,-0.112989,-0.089094,-0.145436,0.009906,0.002946,0.025114,0.006488,0.004667,0.001680,0.042385,0.004275,0.007593,0.020480,0.031686,0.001783,0.025116,0.031284,0.015850,0.362947,0.082609,0.047868,0.533160,0.048460,0.107330,2.912393,0.637038,0.516137,0.363550,0.331740,0.252425,0.236662,0.192954,0.232482,0.199225,0.207218,0.236825,0.197941,0.011768,0.003944,0.028747,0.006821,0.004653,0.001492,0.029501,0.008040,0.010728,0.017520,0.023434,0.002454,0.012228,calm
0.054411,0.024059,2.785336,0.219956,0.238456,0.397511,0.013754,0.059212,-32.314291,1.501216,-0.201111,-0.057287,-0.289975,-0.308361,-0.240274,-0.188972,0.211788,0.382555,0.356478,0.052087,-0.118082,0.006720,0.008520,0.050815,0.002421,0.001504,0.002397,0.076263,0.003040,0.013597,0.019698,0.007263,0.003900,0.036400,0.049097,0.026968,0.447337,0.066611,0.034816,0.443719,0.015332,0.078957,2.964334,0.821098,0.474257,0.467093,0.360205,0.308985,0.316216,0.377299,0.321629,0.248332,0.389031,0.226035,0.188969,0.014869,0.016142,0.043084,0.003656,0.001826,0.004366,0.043305,0.006286,0.016144,0.020912,0.009480,0.007043,0.015122,calm
0.038891,0.024247,3.004846,0.217499,0.223755,0.752015,0.008667,0.179544,-30.581632,2.243114,-0.160400,-0.001470,-0.175134,0.202261,-0.088439,0.135809,-0.081536,-0.071267,0.007268,-0.165483,-0.066782,0.013719,0.005274,0.015365,0.011066,0.012787,0.003401,0.038299,0.006156,0.004940,0.030696,0.032098,0.002114,0.025778,0.027796,0.019156,0.275947,0.072076,0.035722,0.578141,0.007478,0.154793,2.976767,0.693766,0.652515,0.363949,0.300660,0.234857,0.263526,0.250051,0.198899,0.200108,0.197240,0.243215,0.236511,0.017757,0.009598,0.016011,0.016303,0.016197,0.002306,0.031586,0.014071,0.005293,0.028303,0.030741,0.002094,0.012703,calm
0.078523,0.029068,3.073614,0.170728,0.201421,0.559714,0.010973,0.094571,-30.783088,1.140298,-0.470983,-0.438256,-0.677700,-0.141882,-0.122673,-0.313796,0.339439,0.218619,0.273309,0.110972,-0.171230,0.011450,0.012472,0.021332,0.003550,0.003010,0.004295,0.014145,0.001415,0.016647,0.027112,0.008713,0.006502,0.019780,0.040526,0.024923,0.280681,0.048258,0.033033,0.374091,0.008645,0.062370,1.793530,0.713431,0.611553,0.369044,0.462487,0.361559,0.320592,0.434806,0.299299,0.252843,0.349279,0.248790,0.211791,0.014216,0.019046,0.020939,0.002980,0.003573,0.008393,0.014582,0.001456,0.018310,0.030261,0.010625,0.008214,0.013358,calm
0.041867,0.014195,2.898303,0.216435,0.239854,0.476537,0.007843,0.059042,-32.144147,2.269796,0.098745,0.164513,-0.047673,0.093648,0.151482,0.060182,-0.048445,-0.055328,-0.157280,-0.033826,-0.045568,0.010806,0.002476,0.042074,0.012113,0.005426,0.002660,0.067514,0.003498,0.008395,0.027830,0.028794,0.001347,0.034018,0.034344,0.014271,0.343661,0.054326,0.024176,0.472173,0.005130,0.072030,2.478233,0.663569,0.633255,0.405279,0.369992,0.252328,0.268487,0.220587,0.247277,0.248703,0.208971,0.262941,0.242581,0.014203,0.004053,0.040980,0.015385,0.005294,0.003137,0.034363,0.006319,0.011381,0.023403,0.022518,0.001489,0.012044,calm
0.073124,0.023307,3.038877,0.239110,0.218350,1.085564,0.008786,0.172517,-31.779997,1.092255,-0.420923,-0.474277,-0.503573,-0.377307,-0.311449,-0.288837,0.067857,0.254406,0.179431,0.169163,-0.121816,0.009212,0.015386,0.008396,0.005806,0.005207,0.010099,0.019186,0.002648,0.025395,0.013436,0.010677,0.004327,0.019105,0.039482,0.020019,0.361478,0.057833,0.028822,0.506116,0.007181,0.116928,2.182487,0.586792,0.635439,0.386314,0.360653,0.271078,0.253399,0.393543,0.302356,0.270830,0.376179,0.250127,0.215168,0.015005,0.020071,0.009586,0.007292,0.008521,0.021491,0.017611,0.003096,0.029343,0.015177,0.012604,0.004772,0.010019,calm
0.055736,0.023790,2.753882,0.248446,0.237506,0.771888,0.008852,0.174792,-32.451467,1.710223,0.045362,-0.010728,-0.168987,0.198399,0.211300,-0.027277,-0.040314,-0.043686,-0.064432,0.001339,-0.106389,0.006791,0.002816,0.036823,0.008688,0.010300,0.003170,0.087937,0.006431,0.012445,0.019384,0.018323,0.001934,0.037151,0.037010,0.023080,0.322361,0.052985,0.033675,0.458816,0.006136,0.127383,2.421887,0.526678,0.722523,0.428630,0.446243,0.345622,0.308590,0.236612,0.240587,0.257191,0.216963,0.259885,0.250820,0.009708,0.006243,0.034145,0.012083,0.017409,0.003836,0.050957,0.013896,0.015398,0.023065,0.019875,0.002846,0.015457,calm
0.043622,0.018887,3.018277,0.201376,0.186720,1.025099,0.028271,0.193462,-34.374304,1.153220,-0.389779,-0.297362,-0.302137,-0.290224,-0.377761,-0.229242,0.134862,0.203467,0.355358,0.070991,-0.117410,0.007873,0.008013,0.003687,0.004218,0.002629,0.002853,0.042871,0.004225,0.020673,0.018849,0.008084,0.005054,0.023222,0.028882,0.017785,0.325546,0.076898,0.039320,0.511588,0.053511,0.115225,2.661460,0.666446,0.607036,0.364544,0.271113,0.257400,0.275105,0.324473,0.314420,0.211258,0.347791,0.194367,0.183420,0.014979,0.015719,0.003401,0.007529,0.002485,0.003950,0.020767,0.008420,0.023224,0.022967,0.011368,0.008817,0.009761,calm
0.048704,0.021603,2.803324,0.201924,0.234408,0.399907,0.008796,0.062850,-31.794546,2.102591,0.024917,0.152234,0.023542,0.126758,0.113150,-0.022318,-0.027531,0.019997,-0.128388,-0.025156,-0.062893,0.010050,0.002103,0.068762,0.011018,0.005777,0.001953,0.119571,0.002380,0.006197,0.016826,0.027581,0.001500,0.048558,0.036325,0.024009,0.442923,0.066156,0.037792,0.431333,0.006587,0.080245,3.027959,0.744602,0.637775,0.399793,0.392219,0.275156,0.217657,0.242937,0.214663,0.190002,0.172157,0.223369,0.252640,0.010941,0.004881,0.063000,0.015558,0.006802,0.002172,0.077792,0.004930,0.007639,0.015653,0.028428,0.001648,0.021357,calm
0.052892,0.019649,2.860091,0.162848,0.172606,0.724199,0.061578,0.112655,-33.836161,1.368123,-0.349850,-0.473349,-0.442048,-0.085519,-0.456252,-0.203203,0.139908,0.207692,0.291052,-0.035692,-0.081670,0.007722,0.011001,0.005149,0.004146,0.004049,0.004605,0.034783,0.001900,0.012624,0.034833,0.006201,0.003842,0.022770,0.042496,0.016140,0.599314,0.082045,0.052269,0.563288,0.101635,0.108324,4.202305,0.960707,0.436774,0.487225,0.422566,0.287223,0.337903,0.314301,0.296305,0.258460,0.337185,0.184023,0.184583,0.012323,0.017846,0.005529,0.005142,0.006759,0.007622,0.030106,0.003218,0.015319,0.039508,0.006463,0.004537,0.016290,calm
0.035570,0.020008,2.815240,0.200765,0.241313,0.245581,0.012019,0.022847,-32.673854,2.233097,0.331512,0.325197,-0.076535,0.090594,0.193694,0.049494,-0.028414,-0.022072,0.060494,-0.053350,-0.085999,0.006358,0.000910,0.068628,0.006331,0.006334,0.001642,0.114327,0.001188,0.003942,0.024730,0.028818,0.000763,0.048636,0.026830,0.017103,0.246810,0.039427,0.023253,0.170891,0.009656,0.024854,1.841588,0.550505,0.558566,0.333142,0.329319,0.209751,0.266975,0.216372,0.206057,0.193563,0.205655,0.239523,0.243477,0.008362,0.001200,0.053228,0.009129,0.008598,0.002153,0.037205,0.002863,0.005281,0.029441,0.027020,0.000993,0.014740,calm
0.043760,0.015770,2.767587,0.226762,0.231439,0.609202,0.008198,0.133492,-32.015445,1.996514,0.279195,0.106094,-0.128691,0.011913,0.239829,0.000303,0.068419,0.089336,-0.219539,0.102234,-0.169431,0.011329,0.005168,0.050787,0.007924,0.004116,0.003721,0.106570,0.002282,0.008503,0.020735,0.023652,0.002415,0.041166,0.035033,0.013751,0.456676,0.058657,0.030829,0.538259,0.005168,0.139874,2.563107,0.711398,0.533883,0.412140,0.368042,0.286607,0.264668,0.271999,0.228855,0.203507,0.204306,0.297757,0.192272,0.014465,0.009652,0.048648,0.009622,0.003909,0.006874,0.063210,0.003912,0.010401,0.017527,0.022738,0.004447,0.018530,calm
